#Voltage(V),Current(A)
-8.63960000000014, -1.8174144856e-08
-8.63950000000014, -1.8346911546e-08
-8.63940000000014, -1.8091428799e-08
-8.63930000000014, -1.8114638678e-08
-8.639200000000141, -1.7500692451e-08
-8.639100000000141, -1.7630840787e-08
-8.639000000000141, -1.73152781e-08
-8.638900000000142, -1.748640166e-08
-8.638800000000142, -1.726895249e-08
-8.638700000000142, -1.7486541992e-08
-8.638600000000142, -1.7380573425e-08
-8.638500000000143, -1.761370072e-08
-8.638400000000143, -1.7449268697e-08
-8.638300000000143, -1.7535446872e-08
-8.638200000000143, -1.7536025965e-08
-8.638100000000144, -1.7259946361e-08
-8.638000000000144, -1.7481593062e-08
-8.637900000000144, -1.728223431e-08
-8.637800000000144, -1.7322918211e-08
-8.637700000000144, -1.7230261662e-08
-8.637600000000145, -1.7311258205e-08
-8.637500000000145, -1.7114929918e-08
-8.637400000000145, -1.7196716939e-08
-8.637300000000145, -1.7003568331e-08
-8.637200000000146, -1.6895718602e-08
-8.637100000000146, -1.7020870047e-08
-8.637000000000146, -1.6755858923e-08
-8.636900000000146, -1.6823618054e-08
-8.636800000000147, -1.6845216777e-08
-8.636700000000147, -1.6688739279e-08
-8.636600000000147, -1.6621772403e-08
-8.636500000000147, -1.6631277688e-08
-8.636400000000148, -1.6945948644e-08
-8.636300000000148, -1.6692069948e-08
-8.636200000000148, -1.6098367084e-08
-8.636100000000148, -1.6153268945e-08
-8.636000000000148, -1.6331323849e-08
-8.635900000000149, -1.6374800182e-08
-8.635800000000149, -1.6199235731e-08
-8.63570000000015, -1.5868526049e-08
-8.63560000000015, -1.5930222474e-08
-8.63550000000015, -1.590209564e-08
-8.63540000000015, -1.5752879889e-08
-8.63530000000015, -1.5903170336e-08
-8.63520000000015, -1.5692025457e-08
-8.63510000000015, -1.571469177e-08
-8.63500000000015, -1.5772453565e-08
-8.634900000000151, -1.5605037262e-08
-8.634800000000151, -1.5699253453e-08
-8.634700000000151, -1.5405023035e-08
-8.634600000000152, -1.5331579561e-08
-8.634500000000152, -1.5392267017e-08
-8.634400000000152, -1.5549545651e-08
-8.634300000000152, -1.5477269244e-08
-8.634200000000153, -1.5266405029e-08
-8.634100000000153, -1.5068781778e-08
-8.634000000000153, -1.5061685232e-08
-8.633900000000153, -1.5022610711e-08
-8.633800000000154, -1.506372449e-08
-8.633700000000154, -1.4944129489e-08
-8.633600000000154, -1.4775470625e-08
-8.633500000000154, -1.5062250114e-08
-8.633400000000155, -1.4830447093e-08
-8.633300000000155, -1.4952773242e-08
-8.633200000000155, -1.4718152919e-08
-8.633100000000155, -1.4568382056e-08
-8.633000000000155, -1.4452525399e-08
-8.632900000000156, -1.4526488457e-08
-8.632800000000156, -1.4583146246e-08
-8.632700000000156, -1.4496259304e-08
-8.632600000000156, -1.4723751107e-08
-8.632500000000157, -1.4824589556e-08
-8.632400000000157, -1.4627411282e-08
-8.632300000000157, -1.4606627019e-08
-8.632200000000157, -1.4421756234e-08
-8.632100000000158, -1.4413906513e-08
-8.632000000000158, -1.4406657201e-08
-8.631900000000158, -1.4480918686e-08
-8.631800000000158, -1.4438413132e-08
-8.631700000000158, -1.4178167973e-08
-8.631600000000159, -1.4542241189e-08
-8.631500000000159, -1.4374875512e-08
-8.63140000000016, -1.4308730201e-08
-8.63130000000016, -1.4158075601e-08
-8.63120000000016, -1.3997573767e-08
-8.63110000000016, -1.4003128435e-08
-8.63100000000016, -1.4052634612e-08
-8.63090000000016, -1.410963435e-08
-8.63080000000016, -1.406626815e-08
-8.63070000000016, -1.4036889873e-08
-8.630600000000161, -1.3907393459e-08
-8.630500000000161, -1.3851898295e-08
-8.630400000000161, -1.4150309369e-08
-8.630300000000162, -1.4163911821e-08
-8.630200000000162, -1.3812413435e-08
-8.630100000000162, -1.3764687168e-08
-8.630000000000162, -1.3596942239e-08
